Epoch [1/200], Batch [1/2500], Loss: 8.9085
Epoch [1/200], Batch [101/2500], Loss: 0.1660
Epoch [1/200], Batch [201/2500], Loss: 0.1051
Epoch [1/200], Batch [301/2500], Loss: 0.0840
Epoch [1/200], Batch [401/2500], Loss: 0.0702
Epoch [1/200], Batch [501/2500], Loss: 0.0613
Epoch [1/200], Batch [601/2500], Loss: 0.0553
Epoch [1/200], Batch [701/2500], Loss: 0.0509
Epoch [1/200], Batch [801/2500], Loss: 0.0470
Epoch [1/200], Batch [901/2500], Loss: 0.0438
Epoch [1/200], Batch [1001/2500], Loss: 0.0410
Epoch [1/200], Batch [1101/2500], Loss: 0.0388
Epoch [1/200], Batch [1201/2500], Loss: 0.0363
Epoch [1/200], Batch [1301/2500], Loss: 0.0339
Epoch [1/200], Batch [1401/2500], Loss: 0.0322
Epoch [1/200], Batch [1501/2500], Loss: 0.0301
Epoch [1/200], Batch [1601/2500], Loss: 0.0283
Epoch [1/200], Batch [1701/2500], Loss: 0.0265
Epoch [1/200], Batch [1801/2500], Loss: 0.0251
Epoch [1/200], Batch [1901/2500], Loss: 0.0235
Epoch [1/200], Batch [2001/2500], Loss: 0.0218
Epoch [1/200], Batch [2101/2500], Loss: 0.0204
Epoch [1/200], Batch [2201/2500], Loss: 0.0193
Epoch [1/200], Batch [2301/2500], Loss: 0.0180
Epoch [1/200], Batch [2401/2500], Loss: 0.0166
Epoch [2/200], Batch [1/2500], Loss: 0.0153
Epoch [2/200], Batch [101/2500], Loss: 0.0144
Epoch [2/200], Batch [201/2500], Loss: 0.0133
Epoch [2/200], Batch [301/2500], Loss: 0.0123
Epoch [2/200], Batch [401/2500], Loss: 0.0112
Epoch [2/200], Batch [501/2500], Loss: 0.0104
Epoch [2/200], Batch [601/2500], Loss: 0.0095
Epoch [2/200], Batch [701/2500], Loss: 0.0088
Epoch [2/200], Batch [801/2500], Loss: 0.0081
Epoch [2/200], Batch [901/2500], Loss: 0.0074
Epoch [2/200], Batch [1001/2500], Loss: 0.0068
Epoch [2/200], Batch [1101/2500], Loss: 0.0061
Epoch [2/200], Batch [1201/2500], Loss: 0.0056
Epoch [2/200], Batch [1301/2500], Loss: 0.0052
Epoch [2/200], Batch [1401/2500], Loss: 0.0047
Epoch [2/200], Batch [1501/2500], Loss: 0.0044
Epoch [2/200], Batch [1601/2500], Loss: 0.0040
Epoch [2/200], Batch [1701/2500], Loss: 0.0035
Epoch [2/200], Batch [1801/2500], Loss: 0.0032
Epoch [2/200], Batch [1901/2500], Loss: 0.0029
Epoch [2/200], Batch [2001/2500], Loss: 0.0027
Epoch [2/200], Batch [2101/2500], Loss: 0.0024
Epoch [2/200], Batch [2201/2500], Loss: 0.0022
Epoch [2/200], Batch [2301/2500], Loss: 0.0019
Epoch [2/200], Batch [2401/2500], Loss: 0.0017
Epoch [3/200], Batch [1/2500], Loss: 0.0016
Epoch [3/200], Batch [101/2500], Loss: 0.0014
Epoch [3/200], Batch [201/2500], Loss: 0.0013
Epoch [3/200], Batch [301/2500], Loss: 0.0011
Epoch [3/200], Batch [401/2500], Loss: 0.0010
Epoch [3/200], Batch [501/2500], Loss: 0.0008
Epoch [3/200], Batch [601/2500], Loss: 0.0008
Epoch [3/200], Batch [701/2500], Loss: 0.0007
Epoch [3/200], Batch [801/2500], Loss: 0.0007
Epoch [3/200], Batch [901/2500], Loss: 0.0006
Epoch [3/200], Batch [1001/2500], Loss: 0.0006
Epoch [3/200], Batch [1101/2500], Loss: 0.0006
Epoch [3/200], Batch [1201/2500], Loss: 0.0005
Epoch [3/200], Batch [1301/2500], Loss: 0.0006
